2.6603790886157135e-05,2.2642360629727616e-05,1.6003346645242336e-05,2.500948958906441e-05,2.220946718996378e-05,1.5065955356728847e-05,2.1852749675178266e-05,1.991588335802182e-05,1.4471216173861442e-05,1.8307326771520158e-05,1.6529117638792635e-05,1.3478830293722431e-05,1.5294355778419095e-05,1.3288856496527407e-05,1.1417748809603385e-05,1.2048160772215452e-05,1.1151468710237528e-05,9.322552864932778e-06,2.2105147838263098e-05,8.8650336987723e-06
2.24063359229535e-05,2.6376925949526258e-05,2.310717866108809e-05,2.1810399345306816e-05,2.5854734155937347e-05,2.2509259459228026e-05,1.8520720714034197e-05,2.2010837699458846e-05,2.0020064801340663e-05,1.5652865912104574e-05,1.9025532071423285e-05,1.620429339782031e-05,1.3800808770399232e-05,1.484961245743783e-05,1.3547251191707252e-05,1.1005418849729423e-05,1.1854758794785382e-05,1.0857404557284985e-05,2.5693308639314934e-05,9.758645467408076e-06
1.512719933018636e-05,2.2115601916803635e-05,2.6966233543803243e-05,1.503523981946496e-05,2.1831584779485935e-05,2.5202829216534437e-05,1.378405004075607e-05,1.9158706368187468e-05,2.258102680881171e-05,1.2313821448600153e-05,1.666837130098966e-05,1.8583017293285837e-05,1.0311452562274045e-05,1.3716810371286157e-05,1.4534966333461971e-05,8.8389216134836e-06,1.055515101955907e-05,1.1717478216114352e-05,2.195826815294444e-05,9.347314005131493e-06
2.6024041479069928e-05,2.3047081865804156e-05,1.606101654977147e-05,2.6577712993054815e-05,2.3276610318589814e-05,1.530946131867227e-05,2.5055658152617468e-05,2.2815244402256053e-05,1.575589482066164e-05,2.2157368907584058e-05,1.991588335802182e-05,1.4771579271722703e-05,1.823141493063149e-05,1.6820218813360502e-05,1.2647188150221493e-05,1.5111911605886586e-05,1.3834265325605487e-05,1.1336482660638419e-05,1.9985397996454725e-05,1.0750432445499473e-05
2.0901229522509833e-05,2.5449250572000126e-05,2.1937205061139666e-05,2.1873894092002135e-05,2.627155831415525e-05,2.33559175681875e-05,2.064530915627649e-05,2.5585125806654997e-05,2.1873894092002135e-05,1.9158706368187468e-05,2.1884458639390347e-05,1.9564605648939127e-05,1.6501125886887953e-05,1.8091415955396686e-05,1.6416864267836226e-05,1.3306238919257374e-05,1.4550860232506323e-05,1.3950731430168003e-05,2.167218923223879e-05,1.1971174931012715e-05
1.4708854660256316e-05,2.171480911456997e-05,2.5276093409510294e-05,1.5682371811828955e-05,2.1863324439733882e-05,2.656901467405469e-05,1.512719933018636e-05,2.1810399345306816e-05,2.5294376300442987e-05,1.378405004075607e-05,1.9904273981717333e-05,2.2188642556045554e-05,1.2028960503804569e-05,1.6346314460246165e-05,1.8053045995011444e-05,1.0266522272021134e-05,1.3683066629221005e-05,1.4534966333461971e-05,1.8694628010262985e-05,1.0685735173214093e-05
2.2764532527143426e-05,1.9996960275695837e-05,1.4645861417216124e-05,2.530351279209021e-05,2.2313298832146882e-05,1.5504494166264033e-05,2.688897853804399e-05,2.3326208947850626e-05,1.5988896667898263e-05,2.5567050830321466e-05,2.167218923223879e-05,1.5945468167587465e-05,2.1926665927665126e-05,1.9892657830169615e-05,1.5203407365801116e-05,1.903767732134929e-05,1.705223279155441e-05,1.2665451247317007e-05,1.6584959411505647e-05,1.3306238919257374e-05
1.9350778401899052e-05,2.1905572449066673e-05,1.9600016728862343e-05,2.119771567200776e-05,2.56753098219471e-05,2.182099463344467e-05,2.2642360629727616e-05,2.6603790886157135e-05,2.3306382162331945e-05,2.1295627119923762e-05,2.5567050830321466e-05,2.206328199038447e-05,1.887917965135202e-05,2.195826815294444e-05,2.0112217485358678e-05,1.628965462092456e-05,1.776913479870804e-05,1.6444999445748845e-05,1.8167912769978494e-05,1.512719933018636e-05
1.3666163513899592e-05,1.8940297259106817e-05,2.2042319247418174e-05,1.4016849011133753e-05,2.119771567200776e-05,2.5358262613314795e-05,1.4911744998501576e-05,2.2815244402256053e-05,2.6603790886157135e-05,1.4503126281348825e-05,2.149011176960069e-05,2.5257797284485593e-05,1.3007579018723e-05,1.942231571944419e-05,2.2457856653018814e-05,1.2537050887698312e-05,1.6444999445748845e-05,1.87316838008571e-05,1.6218551467800817e-05,1.2628898642242796e-05
1.8167912769978494e-05,1.655706206726205e-05,1.261058260846742e-05,2.251952594070105e-05,1.9647132221673667e-05,1.400034888886203e-05,2.5046431248179152e-05,2.1842169790910032e-05,1.5593686623056183e-05,2.6880380942768077e-05,2.3256741249396054e-05,1.601778358696515e-05,2.506488166044051e-05,2.2344354238730425e-05,1.562330428815247e-05,2.1725451021170355e-05,2.0146666070383713e-05,1.512719933018636e-05,1.3649239465903567e-05,1.680647118636942e-05
1.571182230126631e-05,1.7924552931311533e-05,1.7146855499326702e-05,1.9457985750815827e-05,2.2230272316015375e-05,2.020394985409673e-05,2.1500864890998946e-05,2.5230328220040757e-05,2.2115601916803635e-05,2.271370743018555e-05,2.6068413278518834e-05,2.352355771774343e-05,2.1661521159117755e-05,2.580103786919874e-05,2.2916331491870292e-05,1.883014273827419e-05,2.2323655434622452e-05,1.991588335802182e-05,1.5414785636049226e-05,1.8294696672209618e-05
1.2628898642242796e-05,1.6303838040782602e-05,1.8040237872792525e-05,1.3733651151565065e-05,1.8940297259106817e-05,2.2271824263145654e-05,1.467739183351122e-05,2.1725451021170355e-05,2.561221435400591e-05,1.5172970083288692e-05,2.237536654267486e-05,2.7026168094577637e-05,1.4880711156333047e-05,2.1500864890998946e-05,2.4907617517615974e-05,1.3834265325605487e-05,1.9741025861500095e-05,2.206328199038447e-05,1.3043070432626083e-05,1.5829076332972092e-05
1.4358972359232468e-05,1.3850963298280423e-05,1.0857404557284985e-05,1.887917965135202e-05,1.6416864267836226e-05,1.2481617819319497e-05,2.1895018089287978e-05,1.9564605648939127e-05,1.4391131352167002e-05,2.4665156464864853e-05,2.1873894092002135e-05,1.5489578824508252e-05,2.6664540120763464e-05,2.2426958417814006e-05,1.5829076332972092e-05,2.5881540523071192e-05,2.203183039636155e-05,1.5065955356728847e-05,1.0685735173214093e-05,1.9576416459341114e-05
1.3834265325605487e-05,1.4661635101289382e-05,1.3427285820812282e-05,1.637457085896833e-05,1.8694628010262985e-05,1.706578244231493e-05,1.9182820545596232e-05,2.1905572449066673e-05,2.055554651741826e-05,2.1295627119923762e-05,2.5458331482395104e-05,2.257078830145753e-05,2.2825373257095648e-05,2.7085970025343252e-05,2.3216952099212244e-05,2.126304006621935e-05,2.562123750537057e-05,2.179979890757479e-05,1.1658148831265255e-05,2.2313298832146882e-05
9.899741638291887e-06,1.3598340943820923e-05,1.5354688777083873e-05,1.2181715327923986e-05,1.5682371811828955e-05,1.9049814828046968e-05,1.4016849011133753e-05,1.9266982493944815e-05,2.2642360629727616e-05,1.4582596061334756e-05,2.2052803109721963e-05,2.5385593243787348e-05,1.5474649106509443e-05,2.2292571192901137e-05,2.6411955083087573e-05,1.467739183351122e-05,2.1629485369599597e-05,2.5367376095231052e-05,1.0664082192153428e-05,1.92309581885249e-05
1.1932495750964477e-05,1.0771911852420107e-05,9.147348336104809e-06,1.4661635101289382e-05,1.3666163513899592e-05,1.1518525245642538e-05,1.7872897051769334e-05,1.7079321343644938e-05,1.1658148831265255e-05,2.1916121726080324e-05,1.9540962612327437e-05,1.4391131352167002e-05,2.5412894481192115e-05,2.1968792125824187e-05,1.574121769142055e-05,2.6759724567967354e-05,2.368025259064992e-05,1.5799844403440662e-05,8.81273215854462e-06,2.1447045370066394e-05
1.0921084895455016e-05,1.2028960503804569e-05,1.1458165745935146e-05,1.3392812629603408e-05,1.4787218851827712e-05,1.3767270910932434e-05,1.659889050124588e-05,1.9086181036447836e-05,1.6847680413381796e-05,1.9170767248430304e-05,2.2292571192901137e-05,1.9457985750815827e-05,2.1011527014076028e-05,2.499099828184939e-05,2.2478431881020157e-05,2.235469645369696e-05,2.675108543148136e-05,2.3296462441873096e-05,9.445709495573708e-06,2.5827899966915822e-05
9.020118936396263e-06,1.055515101955907e-05,1.1756864808580405e-05,1.0289011942502884e-05,1.3800808770399232e-05,1.530946131867227e-05,1.1951850987936818e-05,1.601778358696515e-05,1.8294696672209618e-05,1.3967290167664531e-05,1.9242973783691906e-05,2.257078830145753e-05,1.503523981946496e-05,2.1230402993925162e-05,2.5702303321417644e-05,1.5111911605886586e-05,2.2529787743895156e-05,2.6464411847940276e-05,9.22284355040366e-06,2.1186808691264066e-05
2.161879622371843e-05,2.5074101775396624e-05,2.1852749675178266e-05,1.939849925957281e-05,2.24063359229535e-05,2.0043142693499975e-05,1.5799844403440662e-05,1.8508236236232626e-05,1.6571016610040218e-05,1.3306238919257374e-05,1.4534966333461971e-05,1.3461670731967433e-05,1.1336482660638419e-05,1.2162725892640892e-05,1.1336482660638419e-05,8.760118361992864e-06,9.663436893482579e-06,9.494524856826343e-06,2.741676444559372e-05,7.870608845710276e-06
8.35496055348017e-06,9.543090518223918e-06,9.22284355040366e-06,1.1336482660638419e-05,1.2124657799599754e-05,1.1417748809603385e-05,1.3131379297916489e-05,1.4818448493481727e-05,1.3850963298280423e-05,1.6430937878880163e-05,1.8583017293285837e-05,1.6232797014216774e-05,1.9278975637025868e-05,2.2313298832146882e-05,1.9588220148360153e-05,2.161879622371843e-05,2.547648359271019e-05,2.2199057314918056e-05,7.752247083132017e-06,2.669919190942019e-05
